text,unsolicited__no,unsolicited__yes,kind__personal,kind__transactional,kind__promotional,kind__scam,asks_action__no,asks_action__yes,risk__0,risk__1,risk__2,risk__3,risk__4
"sorry brah, just finished the last of my exams, what up",0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.03,0.01,0.005,0.005
Anything lor... U decide...,0.98,0.02,0.97,0.01,0.01,0.01,0.92,0.08,0.96,0.03,0.005,0.003,0.002
We currently have a message awaiting your collection. To collect your message just call 08718723815.,0.040000000000000036,0.96,0.01,0.03,0.08,0.88,0.020000000000000018,0.98,0.01,0.05,0.25,0.5,0.19
I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,0.95,0.05,0.93,0.01,0.03,0.03,0.97,0.03,0.94,0.04,0.01,0.007,0.003
A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,0.030000000000000027,0.97,0.01,0.01,0.85,0.13,0.030000000000000027,0.97,0.01,0.55,0.35,0.08,0.01
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",0.010000000000000009,0.99,0.005,0.005,0.06,0.93,0.010000000000000009,0.99,0.005,0.02,0.1,0.5,0.375
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,0.030000000000000027,0.97,0.01,0.01,0.72,0.26,0.030000000000000027,0.97,0.01,0.45,0.4,0.12,0.02
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",0.95,0.05,0.93,0.04,0.01,0.02,0.9,0.1,0.88,0.09,0.02,0.01,0.0
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0.88,0.12,0.85,0.02,0.05,0.08,0.95,0.05,0.88,0.08,0.03,0.007,0.003
Nvm take ur time.,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
"I just lov this line: ""Hurt me with the truth, I don't mind,i wil tolerat.bcs ur my someone..... But, Never comfort me with a lie"" gud ni8 and sweet dreams",0.95,0.05,0.95,0.01,0.02,0.02,0.97,0.03,0.95,0.04,0.01,0.0,0.0
Yeah my usual guy's out of town but there're definitely people around I know,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.007,0.003
yay! finally lol. i missed our cinema trip last week :-(,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
2 laptop... I noe infra but too slow lar... I wan fast one,0.98,0.02,0.96,0.01,0.015,0.015,0.95,0.05,0.95,0.03,0.015,0.003,0.002
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,0.97,0.03,0.96,0.01,0.01,0.02,0.92,0.08,0.94,0.04,0.01,0.005,0.005
Then why you not responding,0.97,0.03,0.95,0.01,0.01,0.03,0.7,0.3,0.9,0.06,0.03,0.007,0.003
He's just gonna worry for nothing. And he won't give you money its no use.,0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.007,0.003
Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0.98,0.02,0.97,0.01,0.01,0.01,0.92,0.08,0.96,0.03,0.01,0.0,0.0
"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.03,0.01,0.005,0.005
"Yes, princess. Toledo.",0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
How much she payed. Suganya.,0.97,0.03,0.95,0.01,0.01,0.03,0.4,0.6,0.9,0.06,0.03,0.007,0.003
"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
Might ax well im there.,0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.94,0.04,0.01,0.005,0.005
Ultimately tor motive tui achieve korli.,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.007,0.003
"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",0.96,0.04,0.95,0.01,0.01,0.03,0.15000000000000002,0.85,0.75,0.12,0.09,0.03,0.01
Fuck babe ... What happened to you ? How come you never came back?,0.97,0.03,0.95,0.01,0.01,0.03,0.85,0.15,0.9,0.06,0.03,0.01,0.0
"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Total video converter free download type this in google search:),0.9,0.1,0.85,0.02,0.08,0.05,0.4,0.6,0.55,0.35,0.08,0.015,0.005
* Am on a train back from northampton so i'm afraid not!,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
So what do you guys do.,0.97,0.03,0.95,0.01,0.02,0.02,0.88,0.12,0.93,0.04,0.02,0.007,0.003
Jos ask if u wana meet up?,0.97,0.03,0.95,0.01,0.01,0.03,0.4,0.6,0.9,0.06,0.03,0.007,0.003
"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka?",0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.04,0.01,0.0,0.0
Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.9,0.08,0.01,0.005,0.005
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,0.25,0.75,0.03,0.37,0.17,0.43,0.9,0.1,0.6,0.24,0.1,0.05,0.01
Ok anyway no need to change with what you said,0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Yo sorry was in the shower sup,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.95,0.03,0.01,0.005,0.005
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",0.97,0.03,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.04,0.01,0.0,0.0
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0.98,0.02,0.97,0.01,0.01,0.01,0.85,0.15,0.95,0.04,0.01,0.0,0.0
We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,0.020000000000000018,0.98,0.01,0.02,0.55,0.42,0.030000000000000027,0.97,0.01,0.3,0.4,0.25,0.04
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0.97,0.03,0.96,0.01,0.01,0.02,0.4,0.6,0.9,0.07,0.02,0.007,0.003
This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0.97,0.03,0.95,0.01,0.02,0.02,0.97,0.03,0.93,0.05,0.01,0.005,0.005
Then dun wear jeans lor...,0.98,0.02,0.96,0.01,0.01,0.02,0.95,0.05,0.95,0.03,0.01,0.005,0.005
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,0.010000000000000009,0.99,0.005,0.005,0.04,0.95,0.020000000000000018,0.98,0.005,0.02,0.08,0.5,0.395
Aiyah ok wat as long as got improve can already wat...,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,0.010000000000000009,0.99,0.005,0.005,0.12,0.87,0.020000000000000018,0.98,0.01,0.06,0.25,0.5,0.18
Even i cant close my eyes you are in me our vava playing umma :-D,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Havent.,0.97,0.03,0.95,0.01,0.01,0.03,0.97,0.03,0.95,0.03,0.01,0.007,0.003
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,0.030000000000000027,0.97,0.01,0.01,0.55,0.43,0.030000000000000027,0.97,0.01,0.15,0.4,0.36,0.08
You know what hook up means right?,0.97,0.03,0.95,0.01,0.01,0.03,0.75,0.25,0.93,0.04,0.02,0.01,0.0
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0.98,0.02,0.97,0.01,0.01,0.01,0.44999999999999996,0.55,0.96,0.03,0.01,0.0,0.0
U studying in sch or going home? Anyway i'll b going 2 sch later.,0.98,0.02,0.97,0.01,0.01,0.01,0.7,0.3,0.95,0.03,0.01,0.005,0.005
K.:)you are the only girl waiting in reception ah?,0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.96,0.03,0.01,0.0,0.0
K:)i will give my kvb acc details:),0.96,0.04,0.93,0.01,0.01,0.05,0.92,0.08,0.88,0.06,0.03,0.02,0.01
Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.005,0.003,0.002
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",0.85,0.15,0.8500000000000001,0.010000000000000002,0.060000000000000005,0.08000000000000002,0.95,0.05,0.9,0.08,0.015,0.003,0.002
Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
"Are you sure you don't mean ""get here, we made you hold all the weed""",0.97,0.03,0.96,0.01,0.01,0.02,0.9,0.1,0.93,0.05,0.01,0.007,0.003
1 in cbe. 2 in chennai.,0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
Is toshiba portege m100 gd?,0.96,0.04,0.94,0.01,0.02,0.03,0.7,0.3,0.9,0.06,0.03,0.007,0.003
Eatin my lunch...,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
"""Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..",0.88,0.12,0.85,0.01,0.08,0.06,0.96,0.04,0.9,0.07,0.02,0.007,0.003
"Goodmorning, today i am late for  &lt;DECIMAL&gt; min.",0.97,0.03,0.95,0.03,0.01,0.01,0.95,0.05,0.95,0.04,0.01,0.0,0.0
I don't think he has spatula hands!,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
K.i will send in  &lt;#&gt;  min:),0.97,0.03,0.95,0.03,0.01,0.01,0.96,0.04,0.94,0.04,0.01,0.005,0.005
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0.97,0.03,0.96,0.005,0.015,0.02,0.97,0.03,0.95,0.03,0.01,0.007,0.003
No prob. I will send to your email.,0.97,0.03,0.95,0.03,0.01,0.01,0.95,0.05,0.93,0.05,0.015,0.004,0.001
Where in abj are you serving. Are you staying with dad or alone.,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.93,0.04,0.02,0.007,0.003
Thanks honey. Have a great day.,0.98,0.02,0.97,0.01,0.01,0.01,0.98,0.02,0.96,0.03,0.01,0.0,0.0
Sorry. || mail? ||,0.97,0.03,0.95,0.02,0.01,0.02,0.75,0.25,0.9,0.07,0.02,0.007,0.003
Did either of you have any idea's? Do you know of anyplaces doing something?,0.97,0.03,0.96,0.01,0.01,0.02,0.75,0.25,0.94,0.04,0.01,0.005,0.005
K come to nordstrom when you're done,0.97,0.03,0.96,0.01,0.02,0.01,0.65,0.35,0.9,0.07,0.02,0.007,0.003
Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.95,0.04,0.005,0.003,0.002
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0.88,0.12,0.9,0.01,0.04,0.05,0.97,0.03,0.93,0.05,0.015,0.004,0.001
Just do what ever is easier for you,0.97,0.03,0.96,0.01,0.01,0.02,0.92,0.08,0.95,0.03,0.01,0.005,0.005
Finish already... Yar they keep saying i mushy... I so embarrassed ok...,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
So i'm doing a list of buyers.,0.96,0.04,0.94,0.01,0.03,0.02,0.95,0.05,0.93,0.05,0.015,0.004,0.001
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",0.020000000000000018,0.98,0.005,0.01,0.55,0.435,0.030000000000000027,0.97,0.01,0.15,0.4,0.36,0.08
"HOT LIVE FANTASIES call now 08707500020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",0.030000000000000027,0.97,0.01,0.01,0.8,0.18,0.030000000000000027,0.97,0.01,0.3,0.55,0.12,0.02
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,0.030000000000000027,0.97,0.02,0.005,0.25,0.725,0.030000000000000027,0.97,0.01,0.05,0.3,0.5,0.14
"Thank you. And by the way, I just lost.",0.97,0.03,0.95,0.01,0.01,0.03,0.97,0.03,0.95,0.03,0.01,0.005,0.005
I think u have the wrong number.,0.96,0.04,0.95,0.01,0.01,0.03,0.95,0.05,0.94,0.04,0.01,0.007,0.003
"Now, whats your house # again ? And do you have any beer there ?",0.97,0.03,0.96,0.01,0.01,0.02,0.4,0.6,0.88,0.08,0.03,0.007,0.003
I uploaded mine to Facebook,0.97,0.03,0.95,0.01,0.02,0.02,0.95,0.05,0.93,0.05,0.015,0.004,0.001
"Hi elaine, is today's meeting confirmed?",0.97,0.03,0.95,0.02,0.01,0.02,0.25,0.75,0.92,0.05,0.02,0.007,0.003
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL,0.020000000000000018,0.98,0.01,0.01,0.25,0.73,0.030000000000000027,0.97,0.01,0.06,0.25,0.55,0.13
Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,0.98,0.02,0.97,0.01,0.01,0.01,0.92,0.08,0.95,0.03,0.01,0.005,0.005
Did u fix the teeth?if not do it asap.ok take care.,0.97,0.03,0.96,0.01,0.01,0.02,0.88,0.12,0.94,0.04,0.01,0.005,0.005
For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0.97,0.03,0.96,0.01,0.01,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",0.98,0.02,0.97,0.01,0.01,0.01,0.88,0.12,0.96,0.03,0.005,0.003,0.002
Get ready for  &lt;#&gt;  inches of pleasure...,0.65,0.35,0.55,0.03,0.27,0.15,0.92,0.08,0.72,0.18,0.07,0.02,0.01
"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",0.030000000000000027,0.97,0.01,0.01,0.3,0.68,0.030000000000000027,0.97,0.01,0.15,0.35,0.42,0.07
I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,0.98,0.02,0.97,0.01,0.01,0.01,0.75,0.25,0.95,0.03,0.01,0.005,0.005
Oh wow thats gay. Will firmware update help,0.97,0.03,0.96,0.01,0.01,0.02,0.88,0.12,0.95,0.03,0.01,0.005,0.005
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0.88,0.12,0.8500000000000001,0.010000000000000002,0.060000000000000005,0.08000000000000002,0.95,0.05,0.9,0.07,0.02,0.007,0.003
He is a womdarfull actor,0.97,0.03,0.96,0.01,0.02,0.01,0.98,0.02,0.96,0.03,0.01,0.0,0.0
If india win or level series means this is record:),0.97,0.03,0.95,0.01,0.02,0.02,0.97,0.03,0.95,0.03,0.01,0.005,0.005
Ü takin linear algebra today?,0.97,0.03,0.95,0.01,0.01,0.03,0.75,0.25,0.93,0.04,0.02,0.007,0.003
U in town alone?,0.95,0.05,0.93,0.01,0.02,0.04,0.8,0.2,0.9,0.06,0.03,0.01,0.0
"Didn't try, g and I decided not to head out",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,0.050000000000000044,0.95,0.01,0.04,0.35,0.6,0.030000000000000027,0.97,0.01,0.1,0.4,0.4,0.09
So what did the bank say about the money?,0.96,0.04,0.94,0.02,0.01,0.03,0.7,0.3,0.9,0.06,0.03,0.01,0.0
Hey are we going for the lo lesson or gym?,0.98,0.02,0.97,0.01,0.01,0.01,0.4,0.6,0.95,0.04,0.01,0.0,0.0
Those were my exact intentions,0.97,0.03,0.95,0.01,0.01,0.03,0.97,0.03,0.95,0.03,0.01,0.005,0.005
"Sorry, I'll call later",0.97,0.03,0.95,0.02,0.01,0.02,0.95,0.05,0.94,0.04,0.01,0.005,0.005
"Sorry man, my stash ran dry last night and I can't pick up more until sunday",0.97,0.03,0.95,0.01,0.01,0.03,0.95,0.05,0.93,0.04,0.02,0.007,0.003
"That's good, because I need drugs",0.96,0.04,0.95,0.01,0.01,0.03,0.95,0.05,0.93,0.04,0.02,0.007,0.003
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.95,0.03,0.01,0.005,0.005
I was gonna ask you lol but i think its at 7,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
"Sure, I'll see if I can come by in a bit",0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.01,0.0,0.0
Our Prasanth ettans mother passed away last night. Just pray for her and family.,0.97,0.03,0.96,0.01,0.01,0.02,0.88,0.12,0.93,0.05,0.01,0.005,0.005
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,0.030000000000000027,0.97,0.01,0.01,0.85,0.13,0.030000000000000027,0.97,0.01,0.55,0.35,0.08,0.01
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,0.88,0.12,0.88,0.01,0.06,0.05,0.95,0.05,0.9,0.08,0.02,0.0,0.0
U meet other fren dun wan meet me ah... Muz b a guy rite...,0.98,0.02,0.97,0.01,0.01,0.01,0.95,0.05,0.96,0.03,0.01,0.0,0.0
"""Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",0.88,0.12,0.9,0.01,0.04,0.05,0.97,0.03,0.93,0.05,0.015,0.004,0.001
Have you been practising your curtsey?,0.97,0.03,0.95,0.01,0.02,0.02,0.92,0.08,0.94,0.04,0.015,0.004,0.001
Pls send me the correct name da.,0.97,0.03,0.95,0.01,0.01,0.03,0.15000000000000002,0.85,0.9,0.06,0.03,0.007,0.003
Wot u up 2? Thout u were gonna call me!! Txt bak luv K,0.97,0.03,0.95,0.01,0.01,0.03,0.25,0.75,0.9,0.06,0.03,0.007,0.003
Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.,0.98,0.02,0.97,0.01,0.01,0.01,0.97,0.03,0.96,0.03,0.005,0.003,0.002
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",0.97,0.03,0.95,0.02,0.01,0.02,0.44999999999999996,0.55,0.88,0.09,0.02,0.007,0.003
"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0.95,0.05,0.95,0.01,0.02,0.02,0.97,0.03,0.95,0.04,0.01,0.0,0.0
Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,0.98,0.02,0.97,0.01,0.01,0.01,0.94,0.06,0.95,0.04,0.01,0.0,0.0
"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",0.96,0.04,0.95,0.01,0.02,0.02,0.97,0.03,0.96,0.03,0.01,0.0,0.0
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",0.020000000000000018,0.98,0.005,0.01,0.35,0.635,0.020000000000000018,0.98,0.01,0.15,0.35,0.4,0.09
